t_seconds,rms_linear,peak_abs,clip_flag
0.046440,62.737278,152.0,0
0.092880,49.188347,152.0,0
0.139320,52.668953,136.0,0
0.185760,54.647354,158.0,0
0.232200,43.111977,139.0,0
0.278639,53.458862,165.0,0
0.325079,57.247299,152.0,0
0.371519,52.488308,152.0,0
0.417959,58.820610,168.0,0
0.464399,55.438435,143.0,0
0.510839,65.013664,181.0,0
0.557279,56.993629,180.0,0
0.603719,55.289856,171.0,0
0.650159,61.512104,169.0,0
0.696599,50.541786,142.0,0
0.743039,66.497505,232.0,0
0.789478,55.564041,197.0,0
0.835918,48.973366,141.0,0
0.882358,49.762939,164.0,0
0.928798,53.804455,152.0,0
0.975238,42.499363,106.0,0
1.021678,53.341503,137.0,0
1.068118,50.859177,137.0,0
1.114558,57.684570,185.0,0
1.160998,42.768288,116.0,0
1.207438,43.910786,118.0,0
1.253878,52.972271,144.0,0
1.300317,55.196335,159.0,0
1.346757,54.138584,180.0,0
1.393197,70.780998,228.0,0
1.439637,58.812225,188.0,0
1.486077,53.593536,161.0,0
1.532517,53.490307,164.0,0
1.578957,62.534592,151.0,0
1.625397,59.571548,163.0,0
1.671837,61.487312,173.0,0
1.718277,52.831699,135.0,0
1.764717,47.365662,153.0,0
1.811156,51.081654,144.0,0
1.857596,63.089035,146.0,0
1.904036,52.981796,160.0,0
1.950476,54.894253,163.0,0
1.996916,59.370338,137.0,0
2.043356,50.521152,167.0,0
2.089796,44.458130,141.0,0
2.136236,54.598862,156.0,0
2.182676,59.645859,194.0,0
2.229116,56.755383,172.0,0
2.275556,44.650967,139.0,0
2.321995,46.431858,135.0,0
2.368435,50.408489,133.0,0
2.414875,53.155281,171.0,0
2.461315,51.987946,132.0,0
2.507755,47.595734,149.0,0
2.554195,53.678925,151.0,0
2.600635,50.227734,137.0,0
2.647075,59.972034,145.0,0
2.693515,45.029488,136.0,0
2.739955,57.261242,151.0,0
2.786395,37.925568,112.0,0
2.832834,51.212414,144.0,0
2.879274,49.048595,153.0,0
2.925714,56.222160,156.0,0
2.972154,58.766972,167.0,0
3.018594,40.800629,129.0,0
3.065034,53.432777,177.0,0
3.111474,50.188416,137.0,0
3.157914,73.792511,234.0,0
3.204354,57.220730,156.0,0
3.250794,70.629875,186.0,0
3.297234,75.185226,207.0,0
3.343673,60.159924,171.0,0
3.390113,56.808609,163.0,0
3.436553,70.967575,187.0,0
3.482993,50.042721,146.0,0
3.529433,71.094727,177.0,0
3.575873,72.909309,202.0,0
